dataset,fpr,tpr,threshold,auc
BIPIA,0.10333333333333333,0.12416666666666666,-0.39035069942474365,0.5383586805555555
BIPIA,0.10333333333333333,0.125,-0.3898148536682129,0.5383586805555555
BIPIA,0.10416666666666667,0.125,-0.3897474706172943,0.5383586805555555
BIPIA,0.10416666666666667,0.12583333333333332,-0.38942161202430725,0.5383586805555555
BIPIA,0.10416666666666667,0.12666666666666668,-0.3888154625892639,0.5383586805555555
BIPIA,0.105,0.1275,-0.3855646550655365,0.5383586805555555
BIPIA,0.10583333333333333,0.12833333333333333,-0.3830897808074951,0.5383586805555555
BIPIA,0.10583333333333333,0.12916666666666668,-0.3828781247138977,0.5383586805555555
BIPIA,0.10666666666666667,0.12916666666666668,-0.38205546140670776,0.5383586805555555
BIPIA,0.10666666666666667,0.13,-0.38108596205711365,0.5383586805555555
BIPIA,0.1075,0.13,-0.38094523549079895,0.5383586805555555
BIPIA,0.10833333333333334,0.13,-0.3807812035083771,0.5383586805555555
BIPIA,0.10833333333333334,0.13083333333333333,-0.3801879286766052,0.5383586805555555
BIPIA,0.10916666666666666,0.13166666666666665,-0.3784297704696655,0.5383586805555555
BIPIA,0.11,0.1325,-0.3777269423007965,0.5383586805555555
BIPIA,0.11,0.13333333333333333,-0.3769131898880005,0.5383586805555555
BIPIA,0.11,0.13416666666666666,-0.37529897689819336,0.5383586805555555
BIPIA,0.11083333333333334,0.13416666666666666,-0.37470686435699463,0.5383586805555555
BIPIA,0.11083333333333334,0.135,-0.3739233911037445,0.5383586805555555
BIPIA,0.11083333333333334,0.13583333333333333,-0.3735106289386749,0.5383586805555555
BIPIA,0.11166666666666666,0.13666666666666666,-0.3732481300830841,0.5383586805555555
BIPIA,0.1125,0.13666666666666666,-0.3727200925350189,0.5383586805555555
BIPIA,0.11333333333333333,0.13666666666666666,-0.37117329239845276,0.5383586805555555
BIPIA,0.11333333333333333,0.1375,-0.3707466721534729,0.5383586805555555
BIPIA,0.11333333333333333,0.13833333333333334,-0.37048229575157166,0.5383586805555555
BIPIA,0.11416666666666667,0.13833333333333334,-0.36896979808807373,0.5383586805555555
BIPIA,0.11416666666666667,0.13916666666666666,-0.36696749925613403,0.5383586805555555
BIPIA,0.11416666666666667,0.14,-0.3668243885040283,0.5383586805555555
BIPIA,0.115,0.14,-0.3662567138671875,0.5383586805555555
BIPIA,0.115,0.14083333333333334,-0.36607977747917175,0.5383586805555555
BIPIA,0.115,0.14166666666666666,-0.3651600778102875,0.5383586805555555
BIPIA,0.115,0.1425,-0.36507511138916016,0.5383586805555555
BIPIA,0.115,0.14333333333333334,-0.364122599363327,0.5383586805555555
BIPIA,0.115,0.14416666666666667,-0.36359071731567383,0.5383586805555555
BIPIA,0.115,0.145,-0.3633125126361847,0.5383586805555555
BIPIA,0.115,0.14583333333333334,-0.36319759488105774,0.5383586805555555
BIPIA,0.115,0.14666666666666667,-0.3631880283355713,0.5383586805555555
BIPIA,0.11583333333333333,0.14666666666666667,-0.36205965280532837,0.5383586805555555
BIPIA,0.11666666666666667,0.14666666666666667,-0.36203232407569885,0.5383586805555555
BIPIA,0.1175,0.14666666666666667,-0.36049509048461914,0.5383586805555555
BIPIA,0.11833333333333333,0.14666666666666667,-0.3602944612503052,0.5383586805555555
BIPIA,0.11916666666666667,0.14666666666666667,-0.3590753674507141,0.5383586805555555
BIPIA,0.12,0.1475,-0.3589860200881958,0.5383586805555555
BIPIA,0.12083333333333333,0.1475,-0.3588803708553314,0.5383586805555555
BIPIA,0.12083333333333333,0.14833333333333334,-0.3587324023246765,0.5383586805555555
BIPIA,0.12166666666666667,0.14833333333333334,-0.35801586508750916,0.5383586805555555
BIPIA,0.1225,0.14833333333333334,-0.3578490912914276,0.5383586805555555
BIPIA,0.12333333333333334,0.14833333333333334,-0.3564581871032715,0.5383586805555555
BIPIA,0.12333333333333334,0.14916666666666667,-0.3542841076850891,0.5383586805555555
BIPIA,0.12416666666666666,0.14916666666666667,-0.35390210151672363,0.5383586805555555
BIPIA,0.12416666666666666,0.15,-0.35290712118148804,0.5383586805555555
BIPIA,0.125,0.15,-0.35226184129714966,0.5383586805555555
BIPIA,0.12583333333333332,0.15,-0.34822678565979004,0.5383586805555555
BIPIA,0.12666666666666668,0.15,-0.34804245829582214,0.5383586805555555
BIPIA,0.1275,0.15,-0.3479316234588623,0.5383586805555555
BIPIA,0.12833333333333333,0.15,-0.3476938307285309,0.5383586805555555
BIPIA,0.12833333333333333,0.15083333333333335,-0.34681665897369385,0.5383586805555555
BIPIA,0.12833333333333333,0.15166666666666667,-0.34590768814086914,0.5383586805555555
BIPIA,0.12916666666666668,0.15166666666666667,-0.34576404094696045,0.5383586805555555
BIPIA,0.12916666666666668,0.1525,-0.34483015537261963,0.5383586805555555
BIPIA,0.12916666666666668,0.15333333333333332,-0.3441849648952484,0.5383586805555555
BIPIA,0.13,0.15333333333333332,-0.3438403606414795,0.5383586805555555
BIPIA,0.13083333333333333,0.15333333333333332,-0.341806560754776,0.5383586805555555
BIPIA,0.13166666666666665,0.15333333333333332,-0.3404480814933777,0.5383586805555555
BIPIA,0.1325,0.15333333333333332,-0.3378484547138214,0.5383586805555555
BIPIA,0.13333333333333333,0.15416666666666667,-0.3361208438873291,0.5383586805555555
BIPIA,0.13416666666666666,0.15416666666666667,-0.3356824219226837,0.5383586805555555
BIPIA,0.135,0.15416666666666667,-0.33549368381500244,0.5383586805555555
BIPIA,0.13583333333333333,0.15416666666666667,-0.3353416919708252,0.5383586805555555
BIPIA,0.13583333333333333,0.155,-0.3348602056503296,0.5383586805555555
BIPIA,0.13666666666666666,0.155,-0.3338904082775116,0.5383586805555555
